gpu,model,dataset,batch_size,step_time
NVIDIA A10G,resnet152,cifar10,64,0.0620
NVIDIA A10G,resnet152,cifar10,64,0.0604
NVIDIA A10G,resnet152,cifar10,64,0.0604
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0604
NVIDIA A10G,resnet152,cifar10,64,0.0609
NVIDIA A10G,resnet152,cifar10,64,0.0604
NVIDIA A10G,resnet152,cifar10,64,0.0609
NVIDIA A10G,resnet152,cifar10,64,0.0607
NVIDIA A10G,resnet152,cifar10,64,0.0607
NVIDIA A10G,resnet152,cifar10,64,0.0620
NVIDIA A10G,resnet152,cifar10,64,0.0606
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0606
NVIDIA A10G,resnet152,cifar10,64,0.0606
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0620
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0610
NVIDIA A10G,resnet152,cifar10,64,0.0617
NVIDIA A10G,resnet152,cifar10,64,0.0610
NVIDIA A10G,resnet152,cifar10,64,0.0607
NVIDIA A10G,resnet152,cifar10,64,0.0609
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0606
NVIDIA A10G,resnet152,cifar10,64,0.0603
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0607
NVIDIA A10G,resnet152,cifar10,64,0.0615
NVIDIA A10G,resnet152,cifar10,64,0.0607
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0603
NVIDIA A10G,resnet152,cifar10,64,0.0610
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0622
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0607
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0608
NVIDIA A10G,resnet152,cifar10,64,0.0607
NVIDIA A10G,resnet152,cifar10,64,0.0609
NVIDIA A10G,resnet152,cifar10,64,0.0606
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0618
NVIDIA A10G,resnet152,cifar10,64,0.0604
NVIDIA A10G,resnet152,cifar10,64,0.0611
NVIDIA A10G,resnet152,cifar10,64,0.0617
NVIDIA A10G,resnet152,cifar10,64,0.0615
NVIDIA A10G,resnet152,cifar10,64,0.0614
NVIDIA A10G,resnet152,cifar10,64,0.0629
NVIDIA A10G,resnet152,cifar10,64,0.0623
NVIDIA A10G,resnet152,cifar10,64,0.0610
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0618
NVIDIA A10G,resnet152,cifar10,64,0.0606
NVIDIA A10G,resnet152,cifar10,64,0.0610
NVIDIA A10G,resnet152,cifar10,64,0.0606
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,resnet152,cifar10,64,0.0605
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4764
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4856
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4842
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4846
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4824
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4862
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4851
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4851
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4842
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4679
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4620
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4633
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4632
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4602
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4601
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4635
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4632
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4636
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4644
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4637
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4619
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4632
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4635
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4603
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4634
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4635
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4632
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4639
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4632
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4633
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4636
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4620
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4632
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4638
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4620
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4621
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4632
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4633
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4632
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4632
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4633
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4630
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4633
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4633
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4623
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4632
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4634
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4631
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4627
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4636
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4634
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4624
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4625
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4622
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4628
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4629
NVIDIA A10G,vit-base-patch16-224,cifar10,64,0.4626
