gpu,model,dataset,batch_size,step_time
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0803
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0839
Tesla T4,resnet152,cifar10,64,0.0835
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0836
Tesla T4,resnet152,cifar10,64,0.0834
Tesla T4,resnet152,cifar10,64,0.0833
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0827
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0833
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0827
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0829
Tesla T4,resnet152,cifar10,64,0.0838
Tesla T4,resnet152,cifar10,64,0.0827
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0832
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0833
Tesla T4,resnet152,cifar10,64,0.0829
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0827
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0828
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0828
Tesla T4,resnet152,cifar10,64,0.0844
Tesla T4,resnet152,cifar10,64,0.0832
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0835
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0805
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0803
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0801
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0803
Tesla T4,resnet152,cifar10,64,0.0801
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0802
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0805
Tesla T4,resnet152,cifar10,64,0.0803
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0802
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0829
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0801
Tesla T4,resnet152,cifar10,64,0.0802
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0848
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0829
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0838
Tesla T4,resnet152,cifar10,64,0.0840
Tesla T4,resnet152,cifar10,64,0.0831
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0828
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0832
Tesla T4,resnet152,cifar10,64,0.0828
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0831
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0827
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0829
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0838
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0831
Tesla T4,resnet152,cifar10,64,0.0833
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0802
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0803
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0828
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0833
Tesla T4,resnet152,cifar10,64,0.0841
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0802
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0801
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0828
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0839
Tesla T4,resnet152,cifar10,64,0.0836
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0827
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0831
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0801
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0805
Tesla T4,resnet152,cifar10,64,0.0805
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0837
Tesla T4,resnet152,cifar10,64,0.0827
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0805
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0841
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0835
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0832
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0803
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0835
Tesla T4,resnet152,cifar10,64,0.0831
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0841
Tesla T4,resnet152,cifar10,64,0.0829
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0825
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0832
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.1502
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.1310
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0805
Tesla T4,resnet152,cifar10,64,0.1287
Tesla T4,resnet152,cifar10,64,0.0828
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.1488
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0804
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.1409
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0822
Tesla T4,resnet152,cifar10,64,0.1313
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0834
Tesla T4,resnet152,cifar10,64,0.0834
Tesla T4,resnet152,cifar10,64,0.0832
Tesla T4,resnet152,cifar10,64,0.0821
Tesla T4,resnet152,cifar10,64,0.0835
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0837
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0802
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0800
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0805
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0806
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0809
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0818
Tesla T4,resnet152,cifar10,64,0.0824
Tesla T4,resnet152,cifar10,64,0.0829
Tesla T4,resnet152,cifar10,64,0.0827
Tesla T4,resnet152,cifar10,64,0.0830
Tesla T4,resnet152,cifar10,64,0.0808
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0826
Tesla T4,resnet152,cifar10,64,0.0810
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0811
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0833
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0813
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0814
Tesla T4,resnet152,cifar10,64,0.0823
Tesla T4,resnet152,cifar10,64,0.0816
Tesla T4,resnet152,cifar10,64,0.0815
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0820
Tesla T4,resnet152,cifar10,64,0.0819
Tesla T4,resnet152,cifar10,64,0.0807
Tesla T4,resnet152,cifar10,64,0.0812
Tesla T4,resnet152,cifar10,64,0.0817
Tesla T4,resnet152,cifar10,64,0.0817
