gpu,model,dataset,batch_size,time_data,time_forward,time_backward,time_total
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0071,0.0135,0.0211
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0070,0.0134,0.0210
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0070,0.0134,0.0209
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0071,0.0135,0.0212
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0070,0.0135,0.0210
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0070,0.0134,0.0209
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0111,0.0204,0.0320
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0129,0.0208,0.0343
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0127,0.0214,0.0346
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0127,0.0208,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0576,0.0206,0.0787
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0125,0.0206,0.0336
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0127,0.0208,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0126,0.0206,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0126,0.0205,0.0335
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0127,0.0208,0.0340
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0127,0.0206,0.0338
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0126,0.0206,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0125,0.0207,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0125,0.0207,0.0336
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0125,0.0205,0.0335
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0125,0.0207,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0125,0.0207,0.0337
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0128,0.0205,0.0339
NVIDIA T4G,resnet34,cifar10,64,0.0005,0.0127,0.0206,0.0338
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0159,0.0294,0.0458
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0171,0.0295,0.0472
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0175,0.0296,0.0476
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0176,0.0296,0.0477
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0175,0.0296,0.0476
NVIDIA T4G,resnet50,cifar10,64,0.0006,0.0176,0.0297,0.0479
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0175,0.0301,0.0481
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0174,0.0299,0.0478
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0173,0.0303,0.0481
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0174,0.0302,0.0482
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0171,0.0303,0.0479
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0172,0.0312,0.0489
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0171,0.0298,0.0474
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0170,0.0303,0.0477
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0172,0.0303,0.0479
NVIDIA T4G,resnet50,cifar10,64,0.0007,0.0173,0.0304,0.0485
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0171,0.0314,0.0490
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0173,0.0301,0.0479
NVIDIA T4G,resnet50,cifar10,64,0.0005,0.0172,0.0302,0.0479
NVIDIA T4G,resnet101,cifar10,64,0.0006,0.0307,0.0462,0.0775
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0330,0.0460,0.0795
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0324,0.0463,0.0792
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0326,0.0448,0.0779
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0327,0.0470,0.0802
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0327,0.0457,0.0789
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0329,0.0447,0.0781
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0329,0.0461,0.0794
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0329,0.0449,0.0782
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0331,0.0453,0.0790
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0327,0.0466,0.0798
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0327,0.0451,0.0782
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0333,0.0456,0.0794
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0325,0.0451,0.0781
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0328,0.0463,0.0796
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0328,0.0455,0.0788
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0330,0.0448,0.0783
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0326,0.0450,0.0782
NVIDIA T4G,resnet101,cifar10,64,0.0005,0.0326,0.0454,0.0785
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0443,0.0608,0.1056
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0479,0.0618,0.1102
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0472,0.0614,0.1091
NVIDIA T4G,resnet152,cifar10,64,0.0006,0.0476,0.0622,0.1104
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0477,0.0596,0.1078
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0476,0.0609,0.1090
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0478,0.0626,0.1109
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0479,0.0617,0.1101
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0479,0.0635,0.1118
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0480,0.0628,0.1113
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0478,0.0639,0.1122
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0478,0.0638,0.1120
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0478,0.0621,0.1103
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0479,0.0628,0.1112
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0479,0.0635,0.1119
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0480,0.0634,0.1119
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0478,0.0595,0.1078
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0479,0.0601,0.1085
NVIDIA T4G,resnet152,cifar10,64,0.0005,0.0479,0.0614,0.1097
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0205,0.0246,0.0456
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0209,0.0216,0.0429
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0006,0.0212,0.0214,0.0432
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0209,0.0217,0.0431
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0212,0.0213,0.0430
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0207,0.0215,0.0427
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0211,0.0213,0.0429
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0208,0.0216,0.0429
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0210,0.0213,0.0428
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0207,0.0215,0.0427
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0006,0.0212,0.0214,0.0432
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0207,0.0216,0.0427
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0211,0.0212,0.0428
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0207,0.0215,0.0426
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0210,0.0212,0.0427
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0206,0.0215,0.0426
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0210,0.0213,0.0427
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0206,0.0215,0.0426
NVIDIA T4G,efficientnet-b0,cifar10,64,0.0005,0.0210,0.0213,0.0427
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0297,0.0346,0.0648
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0479,0.0414,0.0899
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0324,0.0315,0.0645
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0006,0.0333,0.0333,0.0671
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0006,0.0331,0.0317,0.0653
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0325,0.0307,0.0637
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0320,0.0306,0.0631
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0321,0.0307,0.0633
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0319,0.0307,0.0631
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0320,0.0307,0.0632
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0321,0.0307,0.0633
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0321,0.0306,0.0632
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0322,0.0311,0.0638
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0006,0.0328,0.0309,0.0643
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0319,0.0309,0.0633
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0322,0.0305,0.0633
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0322,0.0309,0.0636
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0325,0.0309,0.0639
NVIDIA T4G,efficientnet-b1,cifar10,64,0.0005,0.0322,0.0312,0.0638
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0006,0.0309,0.0346,0.0660
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0313,0.0315,0.0633
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0008,0.0309,0.0322,0.0639
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0312,0.0323,0.0640
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0006,0.0311,0.0322,0.0639
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0311,0.0327,0.0643
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0006,0.0312,0.0320,0.0638
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0310,0.0323,0.0637
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0006,0.0308,0.0318,0.0632
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0308,0.0319,0.0633
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0006,0.0311,0.0319,0.0636
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0310,0.0319,0.0634
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0309,0.0320,0.0634
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0006,0.0307,0.0324,0.0637
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0313,0.0319,0.0637
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0306,0.0318,0.0628
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0309,0.0318,0.0631
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0306,0.0317,0.0628
NVIDIA T4G,efficientnet-b2,cifar10,64,0.0005,0.0308,0.0318,0.0631
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0351,0.0402,0.0759
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0380,0.0375,0.0760
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0376,0.0374,0.0756
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0385,0.0384,0.0775
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0007,0.0382,0.0382,0.0771
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0376,0.0375,0.0757
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0376,0.0376,0.0757
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0375,0.0373,0.0753
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0373,0.0375,0.0754
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0374,0.0375,0.0754
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0374,0.0381,0.0760
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0380,0.0379,0.0765
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0379,0.0378,0.0763
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0375,0.0377,0.0757
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0377,0.0379,0.0762
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0380,0.0378,0.0764
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0374,0.0374,0.0754
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0376,0.0377,0.0759
NVIDIA T4G,efficientnet-b3,cifar10,64,0.0006,0.0375,0.0375,0.0756
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0443,0.0637,0.1086
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0499,0.0485,0.0990
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0493,0.0478,0.0977
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0487,0.0481,0.0973
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0490,0.0476,0.0972
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0491,0.0480,0.0977
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0007,0.0498,0.0481,0.0985
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0493,0.0477,0.0975
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0491,0.0482,0.0979
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0497,0.0479,0.0981
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0494,0.0487,0.0987
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0487,0.0481,0.0974
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0496,0.0480,0.0982
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0501,0.0489,0.0995
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0513,0.0478,0.0997
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0498,0.0477,0.0981
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0491,0.0480,0.0977
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0491,0.0474,0.0972
NVIDIA T4G,efficientnet-b4,cifar10,64,0.0006,0.0491,0.0477,0.0974
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0548,0.0683,0.1238
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0596,0.0595,0.1197
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0593,0.0597,0.1196
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0591,0.0604,0.1200
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0589,0.0616,0.1211
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0601,0.0587,0.1194
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0591,0.0600,0.1197
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0600,0.0602,0.1208
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0593,0.0598,0.1196
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0593,0.0640,0.1239
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0590,0.0605,0.1200
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0593,0.0620,0.1219
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0593,0.0606,0.1205
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0595,0.0604,0.1204
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0593,0.0599,0.1198
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0591,0.0596,0.1193
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0590,0.0596,0.1192
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0589,0.0592,0.1186
NVIDIA T4G,efficientnet-b5,cifar10,64,0.0006,0.0592,0.0594,0.1192
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0606,0.0688,0.1299
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0645,0.0709,0.1360
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0644,0.0707,0.1357
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0643,0.0707,0.1357
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0645,0.0707,0.1358
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0643,0.0705,0.1354
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0646,0.0708,0.1360
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0642,0.0709,0.1357
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0645,0.0718,0.1369
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0649,0.0712,0.1366
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0651,0.0717,0.1374
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0650,0.0716,0.1372
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0651,0.0716,0.1372
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0644,0.0705,0.1355
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0646,0.0707,0.1358
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0643,0.0707,0.1355
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0644,0.0711,0.1360
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0639,0.0701,0.1346
NVIDIA T4G,efficientnet-b6,cifar10,64,0.0006,0.0649,0.0711,0.1366
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0748,0.1394,0.2148
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0835,0.0910,0.1751
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0857,0.0912,0.1775
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0850,0.0914,0.1771
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0853,0.0909,0.1768
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0841,0.0913,0.1760
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0847,0.0914,0.1766
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0843,0.0912,0.1762
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0850,0.0907,0.1763
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0841,0.0915,0.1762
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0847,0.0909,0.1762
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0844,0.0913,0.1763
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0847,0.0910,0.1763
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0845,0.0913,0.1763
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0848,0.0907,0.1761
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0842,0.0908,0.1756
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0849,0.0912,0.1767
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0842,0.0915,0.1763
NVIDIA T4G,efficientnet-b7,cifar10,64,0.0006,0.0849,0.0913,0.1769
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0132,0.0277,0.0415
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0129,0.0278,0.0413
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0129,0.0277,0.0412
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0131,0.0276,0.0413
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0129,0.0279,0.0414
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0130,0.0280,0.0415
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0130,0.0276,0.0412
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0130,0.0277,0.0413
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0130,0.0281,0.0417
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0130,0.0276,0.0412
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0131,0.0278,0.0415
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0129,0.0279,0.0413
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0130,0.0276,0.0412
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0130,0.0278,0.0413
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0129,0.0279,0.0413
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0130,0.0279,0.0415
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0129,0.0277,0.0412
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0129,0.0278,0.0413
NVIDIA T4G,convnext-tiny,cifar10,64,0.0006,0.0129,0.0279,0.0414
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0243,0.0455,0.0704
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0239,0.0430,0.0674
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0242,0.0434,0.0682
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0242,0.0432,0.0680
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0243,0.0432,0.0680
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0240,0.0431,0.0677
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0242,0.0434,0.0682
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0241,0.0431,0.0678
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0242,0.0433,0.0681
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0241,0.0431,0.0678
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0244,0.0436,0.0686
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0240,0.0431,0.0678
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0240,0.0431,0.0677
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0241,0.0427,0.0674
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0242,0.0430,0.0678
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0241,0.0430,0.0678
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0242,0.0431,0.0678
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0240,0.0429,0.0676
NVIDIA T4G,convnext-small,cifar10,64,0.0006,0.0242,0.0432,0.0679
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0244,0.0630,0.0879
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0301,0.0626,0.0933
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0307,0.0646,0.0959
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0299,0.0635,0.0940
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0302,0.0638,0.0945
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0298,0.0632,0.0936
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0300,0.0628,0.0934
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0298,0.0628,0.0931
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0299,0.0632,0.0937
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0299,0.0631,0.0935
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0297,0.0638,0.0941
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0297,0.0629,0.0932
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0299,0.0627,0.0931
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0298,0.0626,0.0930
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0300,0.0635,0.0940
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0298,0.0628,0.0931
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0299,0.0636,0.0941
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0300,0.0630,0.0936
NVIDIA T4G,convnext-base,cifar10,64,0.0006,0.0299,0.0630,0.0935
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0259,0.1441,0.1706
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0359,0.1413,0.1778
NVIDIA T4G,convnext-large,cifar10,64,0.0005,0.0358,0.1417,0.1780
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0358,0.1420,0.1784
NVIDIA T4G,convnext-large,cifar10,64,0.0005,0.0359,0.1413,0.1778
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0358,0.1411,0.1775
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0358,0.1412,0.1776
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0359,0.1410,0.1775
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0357,0.1420,0.1783
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0358,0.1414,0.1778
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0356,0.1402,0.1764
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0359,0.1412,0.1776
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0357,0.1407,0.1770
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0359,0.1414,0.1780
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0359,0.1417,0.1782
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0358,0.1416,0.1780
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0358,0.1423,0.1786
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0359,0.1415,0.1780
NVIDIA T4G,convnext-large,cifar10,64,0.0006,0.0358,0.1416,0.1779
NVIDIA T4G,mobilenet_v3_large,cifar10,64,0.0006,0.0170,0.0201,0.0377
NVIDIA T4G,mobilenet_v3_large,cifar10,64,0.0005,0.0180,0.0176,0.0361
NVIDIA T4G,mobilenet_v3_large,cifar10,64,0.0006,0.0183,0.0186,0.0375
NVIDIA T4G,mobilenet_v3_large,cifar10,64,0.0005,0.0179,0.0171,0.0356
