gpu,model,dataset,batch_size,time_data,time_forward,time_backward,time_total
Tesla T4,efficientnet-b1,cifar10,64,0.0007,0.0214,0.0227,0.0448
Tesla T4,efficientnet-b1,cifar10,64,0.0008,0.0213,0.0226,0.0446
Tesla T4,efficientnet-b1,cifar10,64,0.0008,0.0214,0.0228,0.0450
Tesla T4,efficientnet-b1,cifar10,64,0.0007,0.0213,0.0228,0.0448
Tesla T4,efficientnet-b1,cifar10,64,0.0007,0.0216,0.0225,0.0447
Tesla T4,efficientnet-b1,cifar10,64,0.0008,0.0211,0.0232,0.0451
Tesla T4,efficientnet-b1,cifar10,64,0.0007,0.0213,0.0227,0.0448
Tesla T4,efficientnet-b1,cifar10,64,0.0007,0.0210,0.0222,0.0439
Tesla T4,efficientnet-b1,cifar10,64,0.0007,0.0211,0.0223,0.0441
Tesla T4,efficientnet-b1,cifar10,64,0.0007,0.0210,0.0224,0.0442
Tesla T4,efficientnet-b1,cifar10,64,0.0007,0.0213,0.0229,0.0450
Tesla T4,efficientnet-b1,cifar10,64,0.0008,0.0216,0.0233,0.0457
Tesla T4,efficientnet-b1,cifar10,64,0.0008,0.0218,0.0228,0.0454
Tesla T4,efficientnet-b1,cifar10,64,0.0008,0.0219,0.0231,0.0457
Tesla T4,efficientnet-b1,cifar10,64,0.0008,0.0218,0.0230,0.0456
Tesla T4,efficientnet-b1,cifar10,64,0.0008,0.0216,0.0229,0.0453
Tesla T4,efficientnet-b1,cifar10,64,0.0008,0.0220,0.0234,0.0461
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0194,0.0290,0.0491
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0203,0.0240,0.0451
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0210,0.0235,0.0453
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0210,0.0236,0.0453
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0203,0.0229,0.0440
Tesla T4,efficientnet-b2,cifar10,64,0.0007,0.0202,0.0230,0.0440
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0207,0.0234,0.0449
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0209,0.0238,0.0454
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0212,0.0238,0.0458
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0213,0.0241,0.0462
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0217,0.0244,0.0469
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0210,0.0240,0.0458
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0213,0.0241,0.0461
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0209,0.0237,0.0453
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0208,0.0234,0.0450
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0204,0.0237,0.0449
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0208,0.0233,0.0448
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0208,0.0232,0.0448
Tesla T4,efficientnet-b2,cifar10,64,0.0008,0.0206,0.0234,0.0448
Tesla T4,efficientnet-b3,cifar10,64,0.0007,0.0211,0.0260,0.0478
Tesla T4,efficientnet-b3,cifar10,64,0.0007,0.0233,0.0261,0.0501
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0236,0.0259,0.0503
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0240,0.0266,0.0514
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0240,0.0265,0.0512
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0239,0.0270,0.0516
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0247,0.0270,0.0525
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0242,0.0266,0.0516
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0242,0.0265,0.0515
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0242,0.0265,0.0514
Tesla T4,efficientnet-b3,cifar10,64,0.0010,0.0242,0.0264,0.0515
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0240,0.0263,0.0511
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0239,0.0263,0.0509
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0241,0.0264,0.0512
Tesla T4,efficientnet-b3,cifar10,64,0.0007,0.0240,0.0266,0.0513
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0238,0.0264,0.0510
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0240,0.0265,0.0514
Tesla T4,efficientnet-b3,cifar10,64,0.0007,0.0235,0.0261,0.0504
Tesla T4,efficientnet-b3,cifar10,64,0.0008,0.0239,0.0261,0.0509
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0266,0.0358,0.0632
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0317,0.0360,0.0685
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0315,0.0366,0.0690
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0312,0.0366,0.0686
Tesla T4,efficientnet-b4,cifar10,64,0.0007,0.0322,0.0367,0.0696
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0318,0.0366,0.0692
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0323,0.0366,0.0698
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0315,0.0363,0.0685
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0315,0.0363,0.0685
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0311,0.0360,0.0678
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0317,0.0360,0.0685
Tesla T4,efficientnet-b4,cifar10,64,0.0007,0.0313,0.0359,0.0679
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0316,0.0360,0.0683
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0314,0.0365,0.0686
Tesla T4,efficientnet-b4,cifar10,64,0.0007,0.0313,0.0365,0.0685
Tesla T4,efficientnet-b4,cifar10,64,0.0007,0.0313,0.0366,0.0686
Tesla T4,efficientnet-b4,cifar10,64,0.0007,0.0310,0.0362,0.0679
Tesla T4,efficientnet-b4,cifar10,64,0.0008,0.0310,0.0363,0.0681
Tesla T4,efficientnet-b4,cifar10,64,0.0007,0.0312,0.0360,0.0680
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0324,0.0516,0.0847
Tesla T4,efficientnet-b5,cifar10,64,0.0007,0.0375,0.0505,0.0888
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0380,0.0503,0.0891
Tesla T4,efficientnet-b5,cifar10,64,0.0007,0.0371,0.0501,0.0880
Tesla T4,efficientnet-b5,cifar10,64,0.0007,0.0380,0.0502,0.0890
Tesla T4,efficientnet-b5,cifar10,64,0.0007,0.0377,0.0501,0.0886
Tesla T4,efficientnet-b5,cifar10,64,0.0007,0.0377,0.0502,0.0887
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0394,0.0504,0.0905
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0389,0.0503,0.0899
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0389,0.0504,0.0900
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0386,0.0500,0.0894
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0384,0.0500,0.0891
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0380,0.0496,0.0884
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0385,0.0501,0.0894
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0382,0.0501,0.0891
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0379,0.0503,0.0890
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0377,0.0502,0.0887
Tesla T4,efficientnet-b5,cifar10,64,0.0007,0.0379,0.0502,0.0889
Tesla T4,efficientnet-b5,cifar10,64,0.0008,0.0379,0.0502,0.0890
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0370,0.0661,0.1039
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0402,0.0661,0.1071
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0404,0.0660,0.1072
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0408,0.0657,0.1073
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0403,0.0658,0.1069
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0404,0.0660,0.1072
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0405,0.0659,0.1072
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0419,0.0661,0.1089
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0408,0.0659,0.1075
Tesla T4,efficientnet-b6,cifar10,64,0.0007,0.0406,0.0660,0.1073
Tesla T4,efficientnet-b6,cifar10,64,0.0007,0.0406,0.0659,0.1071
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0407,0.0658,0.1074
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0407,0.0659,0.1075
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0407,0.0662,0.1076
Tesla T4,efficientnet-b6,cifar10,64,0.0009,0.0408,0.0660,0.1076
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0408,0.0661,0.1077
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0412,0.0658,0.1078
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0403,0.0659,0.1070
Tesla T4,efficientnet-b6,cifar10,64,0.0008,0.0410,0.0658,0.1076
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0460,0.0888,0.1356
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0526,0.0882,0.1416
Tesla T4,efficientnet-b7,cifar10,64,0.0009,0.0550,0.0884,0.1442
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0548,0.0886,0.1442
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0543,0.0883,0.1434
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0534,0.0884,0.1426
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0546,0.0884,0.1438
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0531,0.0886,0.1424
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0533,0.0882,0.1423
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0528,0.0885,0.1421
Tesla T4,efficientnet-b7,cifar10,64,0.0007,0.0534,0.0883,0.1424
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0539,0.0885,0.1432
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0535,0.0885,0.1427
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0534,0.0885,0.1426
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0533,0.0883,0.1425
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0531,0.0884,0.1423
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0533,0.0885,0.1426
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0545,0.0886,0.1439
Tesla T4,efficientnet-b7,cifar10,64,0.0008,0.0540,0.0881,0.1429
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0086,0.0268,0.0362
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0087,0.0269,0.0363
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0086,0.0269,0.0363
Tesla T4,convnext-tiny,cifar10,64,0.0007,0.0084,0.0268,0.0359
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0086,0.0267,0.0361
Tesla T4,convnext-tiny,cifar10,64,0.0007,0.0085,0.0268,0.0360
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0086,0.0269,0.0363
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0084,0.0268,0.0360
Tesla T4,convnext-tiny,cifar10,64,0.0007,0.0084,0.0267,0.0358
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0084,0.0268,0.0360
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0085,0.0268,0.0361
Tesla T4,convnext-tiny,cifar10,64,0.0007,0.0083,0.0268,0.0358
Tesla T4,convnext-tiny,cifar10,64,0.0007,0.0086,0.0268,0.0361
Tesla T4,convnext-tiny,cifar10,64,0.0009,0.0088,0.0269,0.0366
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0088,0.0267,0.0363
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0088,0.0269,0.0365
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0090,0.0269,0.0367
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0089,0.0268,0.0365
Tesla T4,convnext-tiny,cifar10,64,0.0008,0.0087,0.0267,0.0361
Tesla T4,convnext-small,cifar10,64,0.0008,0.0161,0.0379,0.0548
Tesla T4,convnext-small,cifar10,64,0.0008,0.0160,0.0378,0.0546
Tesla T4,convnext-small,cifar10,64,0.0008,0.0166,0.0381,0.0554
Tesla T4,convnext-small,cifar10,64,0.0007,0.0162,0.0383,0.0553
Tesla T4,convnext-small,cifar10,64,0.0007,0.0162,0.0382,0.0552
Tesla T4,convnext-small,cifar10,64,0.0008,0.0163,0.0383,0.0554
Tesla T4,convnext-small,cifar10,64,0.0008,0.0161,0.0379,0.0548
Tesla T4,convnext-small,cifar10,64,0.0008,0.0166,0.0381,0.0554
Tesla T4,convnext-small,cifar10,64,0.0008,0.0165,0.0383,0.0556
Tesla T4,convnext-small,cifar10,64,0.0008,0.0162,0.0385,0.0554
Tesla T4,convnext-small,cifar10,64,0.0008,0.0164,0.0381,0.0552
Tesla T4,convnext-small,cifar10,64,0.0008,0.0163,0.0379,0.0550
Tesla T4,convnext-small,cifar10,64,0.0008,0.0164,0.0381,0.0553
Tesla T4,convnext-small,cifar10,64,0.0008,0.0164,0.0383,0.0555
Tesla T4,convnext-small,cifar10,64,0.0008,0.0163,0.0384,0.0555
Tesla T4,convnext-small,cifar10,64,0.0008,0.0164,0.0382,0.0554
Tesla T4,convnext-small,cifar10,64,0.0008,0.0163,0.0379,0.0550
Tesla T4,convnext-small,cifar10,64,0.0008,0.0163,0.0380,0.0551
Tesla T4,convnext-small,cifar10,64,0.0008,0.0163,0.0382,0.0553
Tesla T4,convnext-base,cifar10,64,0.0008,0.0162,0.0618,0.0788
Tesla T4,convnext-base,cifar10,64,0.0008,0.0207,0.0607,0.0823
Tesla T4,convnext-base,cifar10,64,0.0008,0.0208,0.0605,0.0821
Tesla T4,convnext-base,cifar10,64,0.0008,0.0206,0.0609,0.0823
Tesla T4,convnext-base,cifar10,64,0.0008,0.0209,0.0611,0.0828
Tesla T4,convnext-base,cifar10,64,0.0008,0.0205,0.0609,0.0822
Tesla T4,convnext-base,cifar10,64,0.0008,0.0209,0.0608,0.0824
Tesla T4,convnext-base,cifar10,64,0.0008,0.0209,0.0610,0.0827
Tesla T4,convnext-base,cifar10,64,0.0008,0.0211,0.0606,0.0824
Tesla T4,convnext-base,cifar10,64,0.0008,0.0211,0.0610,0.0829
Tesla T4,convnext-base,cifar10,64,0.0008,0.0207,0.0609,0.0824
Tesla T4,convnext-base,cifar10,64,0.0007,0.0204,0.0609,0.0819
Tesla T4,convnext-base,cifar10,64,0.0008,0.0207,0.0610,0.0826
Tesla T4,convnext-base,cifar10,64,0.0008,0.0209,0.0611,0.0828
Tesla T4,convnext-base,cifar10,64,0.0008,0.0208,0.0610,0.0825
Tesla T4,convnext-base,cifar10,64,0.0008,0.0209,0.0610,0.0828
Tesla T4,convnext-base,cifar10,64,0.0008,0.0206,0.0609,0.0822
Tesla T4,convnext-base,cifar10,64,0.0009,0.0208,0.0608,0.0824
Tesla T4,convnext-base,cifar10,64,0.0007,0.0203,0.0611,0.0822
Tesla T4,convnext-large,cifar10,64,0.0008,0.0240,0.1336,0.1585
Tesla T4,convnext-large,cifar10,64,0.0008,0.0255,0.1332,0.1596
Tesla T4,convnext-large,cifar10,64,0.0008,0.0256,0.1346,0.1609
Tesla T4,convnext-large,cifar10,64,0.0008,0.0256,0.1335,0.1598
Tesla T4,convnext-large,cifar10,64,0.0008,0.0255,0.1333,0.1596
Tesla T4,convnext-large,cifar10,64,0.0008,0.0257,0.1349,0.1613
Tesla T4,convnext-large,cifar10,64,0.0008,0.0251,0.1334,0.1593
Tesla T4,convnext-large,cifar10,64,0.0007,0.0251,0.1342,0.1600
Tesla T4,convnext-large,cifar10,64,0.0008,0.0253,0.1339,0.1599
Tesla T4,convnext-large,cifar10,64,0.0008,0.0255,0.1338,0.1601
Tesla T4,convnext-large,cifar10,64,0.0008,0.0257,0.1340,0.1605
Tesla T4,convnext-large,cifar10,64,0.0008,0.0256,0.1330,0.1595
Tesla T4,convnext-large,cifar10,64,0.0008,0.0257,0.1340,0.1605
Tesla T4,convnext-large,cifar10,64,0.0008,0.0255,0.1341,0.1603
Tesla T4,convnext-large,cifar10,64,0.0008,0.0253,0.1338,0.1599
Tesla T4,convnext-large,cifar10,64,0.0008,0.0256,0.1343,0.1607
Tesla T4,convnext-large,cifar10,64,0.0008,0.0255,0.1333,0.1596
Tesla T4,convnext-large,cifar10,64,0.0008,0.0253,0.1343,0.1605
Tesla T4,convnext-large,cifar10,64,0.0008,0.0253,0.1341,0.1602
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0111,0.0127,0.0247
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0115,0.0130,0.0252
Tesla T4,mobilenet_v3_large,cifar10,64,0.0009,0.0116,0.0127,0.0252
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0115,0.0127,0.0249
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0116,0.0130,0.0254
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0115,0.0130,0.0253
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0115,0.0130,0.0253
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0117,0.0130,0.0255
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0115,0.0128,0.0250
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0114,0.0127,0.0250
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0114,0.0126,0.0247
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0114,0.0127,0.0249
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0114,0.0125,0.0247
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0113,0.0126,0.0247
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0114,0.0128,0.0250
Tesla T4,mobilenet_v3_large,cifar10,64,0.0007,0.0115,0.0129,0.0251
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0113,0.0126,0.0246
Tesla T4,mobilenet_v3_large,cifar10,64,0.0008,0.0114,0.0125,0.0247
Tesla T4,mobilenet_v3_large,cifar10,64,0.0007,0.0111,0.0126,0.0244
Tesla T4,vit-base-patch16-224,cifar10,64,0.0182,0.5619,1.1304,1.7106
Tesla T4,vit-base-patch16-224,cifar10,64,0.0194,0.5622,1.1317,1.7134
Tesla T4,vit-base-patch16-224,cifar10,64,0.0193,0.5659,1.1315,1.7168
Tesla T4,vit-base-patch16-224,cifar10,64,0.0192,0.5642,1.1316,1.7150
Tesla T4,vit-base-patch16-224,cifar10,64,0.0195,0.5641,1.1346,1.7182
Tesla T4,vit-base-patch16-224,cifar10,64,0.0190,0.5657,1.1367,1.7214
Tesla T4,vit-base-patch16-224,cifar10,64,0.0191,0.5610,1.1364,1.7164
Tesla T4,vit-base-patch16-224,cifar10,64,0.0189,0.5667,1.1357,1.7213
Tesla T4,vit-base-patch16-224,cifar10,64,0.0189,0.5624,1.1356,1.7169
Tesla T4,vit-base-patch16-224,cifar10,64,0.0192,0.5666,1.1396,1.7254
Tesla T4,vit-base-patch16-224,cifar10,64,0.0191,0.5646,1.1371,1.7208
Tesla T4,vit-base-patch16-224,cifar10,64,0.0189,0.5655,1.1349,1.7194
Tesla T4,vit-base-patch16-224,cifar10,64,0.0193,0.5677,1.1378,1.7248
Tesla T4,vit-base-patch16-224,cifar10,64,0.0189,0.5665,1.1353,1.7207
Tesla T4,vit-base-patch16-224,cifar10,64,0.0190,0.5621,1.1398,1.7209
Tesla T4,vit-base-patch16-224,cifar10,64,0.0189,0.5645,1.1340,1.7175
Tesla T4,vit-base-patch16-224,cifar10,64,0.0190,0.5654,1.1265,1.7109
Tesla T4,vit-base-patch16-224,cifar10,64,0.0194,0.5620,1.1378,1.7192
Tesla T4,vit-base-patch16-224,cifar10,64,0.0193,0.5641,1.1207,1.7041
Tesla T4,densenet121,cifar10,64,0.0008,0.0247,0.0400,0.0655
Tesla T4,densenet121,cifar10,64,0.0008,0.0254,0.0399,0.0660
Tesla T4,densenet121,cifar10,64,0.0008,0.0246,0.0321,0.0575
Tesla T4,densenet121,cifar10,64,0.0007,0.0247,0.0324,0.0579
Tesla T4,densenet121,cifar10,64,0.0008,0.0249,0.0332,0.0589
Tesla T4,densenet121,cifar10,64,0.0007,0.0249,0.0324,0.0581
Tesla T4,densenet121,cifar10,64,0.0008,0.0260,0.0336,0.0603
Tesla T4,densenet121,cifar10,64,0.0008,0.0252,0.0327,0.0588
Tesla T4,densenet121,cifar10,64,0.0007,0.0254,0.0329,0.0590
Tesla T4,densenet121,cifar10,64,0.0008,0.0253,0.0326,0.0587
Tesla T4,densenet121,cifar10,64,0.0008,0.0256,0.0334,0.0598
Tesla T4,densenet121,cifar10,64,0.0008,0.0256,0.0334,0.0598
Tesla T4,densenet121,cifar10,64,0.0008,0.0248,0.0324,0.0580
Tesla T4,densenet121,cifar10,64,0.0007,0.0250,0.0332,0.0590
Tesla T4,densenet121,cifar10,64,0.0007,0.0253,0.0332,0.0593
Tesla T4,densenet121,cifar10,64,0.0008,0.0252,0.0334,0.0594
Tesla T4,densenet121,cifar10,64,0.0008,0.0254,0.0326,0.0588
Tesla T4,densenet121,cifar10,64,0.0008,0.0251,0.0330,0.0588
Tesla T4,densenet121,cifar10,64,0.0008,0.0253,0.0328,0.0588
Tesla T4,densenet169,cifar10,64,0.0009,0.0347,0.0492,0.0848
Tesla T4,densenet169,cifar10,64,0.0008,0.0357,0.0498,0.0862
Tesla T4,densenet169,cifar10,64,0.0008,0.0358,0.0496,0.0862
Tesla T4,densenet169,cifar10,64,0.0008,0.0357,0.0492,0.0856
Tesla T4,densenet169,cifar10,64,0.0008,0.0357,0.0491,0.0855
Tesla T4,densenet169,cifar10,64,0.0008,0.0352,0.0495,0.0854
Tesla T4,densenet169,cifar10,64,0.0008,0.0353,0.0488,0.0850
Tesla T4,densenet169,cifar10,64,0.0008,0.0353,0.0492,0.0853
Tesla T4,densenet169,cifar10,64,0.0008,0.0351,0.0487,0.0846
Tesla T4,densenet169,cifar10,64,0.0008,0.0353,0.0490,0.0852
Tesla T4,densenet169,cifar10,64,0.0007,0.0349,0.0491,0.0847
Tesla T4,densenet169,cifar10,64,0.0008,0.0354,0.0489,0.0851
Tesla T4,densenet169,cifar10,64,0.0007,0.0352,0.0488,0.0847
Tesla T4,densenet169,cifar10,64,0.0007,0.0354,0.0489,0.0851
Tesla T4,densenet169,cifar10,64,0.0007,0.0352,0.0493,0.0852
Tesla T4,densenet169,cifar10,64,0.0008,0.0352,0.0487,0.0846
Tesla T4,densenet169,cifar10,64,0.0008,0.0350,0.0488,0.0846
Tesla T4,densenet169,cifar10,64,0.0007,0.0347,0.0485,0.0840
Tesla T4,densenet169,cifar10,64,0.0008,0.0353,0.0486,0.0846
Tesla T4,densenet201,cifar10,64,0.0008,0.0413,0.0625,0.1046
Tesla T4,densenet201,cifar10,64,0.0007,0.0420,0.0634,0.1062
Tesla T4,densenet201,cifar10,64,0.0008,0.0433,0.0637,0.1078
Tesla T4,densenet201,cifar10,64,0.0008,0.0431,0.0630,0.1069
Tesla T4,densenet201,cifar10,64,0.0008,0.0427,0.0636,0.1071
Tesla T4,densenet201,cifar10,64,0.0008,0.0425,0.0635,0.1068
Tesla T4,densenet201,cifar10,64,0.0007,0.0431,0.0643,0.1081
Tesla T4,densenet201,cifar10,64,0.0007,0.0423,0.0636,0.1067
Tesla T4,densenet201,cifar10,64,0.0009,0.0433,0.0646,0.1088
Tesla T4,densenet201,cifar10,64,0.0008,0.0439,0.0642,0.1089
Tesla T4,densenet201,cifar10,64,0.0008,0.0430,0.0642,0.1080
Tesla T4,densenet201,cifar10,64,0.0008,0.0431,0.0639,0.1077
Tesla T4,densenet201,cifar10,64,0.0008,0.0431,0.0632,0.1070
Tesla T4,densenet201,cifar10,64,0.0008,0.0428,0.0635,0.1070
Tesla T4,densenet201,cifar10,64,0.0008,0.0430,0.0637,0.1075
Tesla T4,densenet201,cifar10,64,0.0008,0.0424,0.0630,0.1062
Tesla T4,densenet201,cifar10,64,0.0008,0.0426,0.0637,0.1072
Tesla T4,densenet201,cifar10,64,0.0008,0.0426,0.0635,0.1069
Tesla T4,densenet201,cifar10,64,0.0008,0.0427,0.0632,0.1067
Tesla T4,densenet161,cifar10,64,0.0008,0.0345,0.0494,0.0847
Tesla T4,densenet161,cifar10,64,0.0008,0.0342,0.0505,0.0855
Tesla T4,densenet161,cifar10,64,0.0008,0.0346,0.0505,0.0859
Tesla T4,densenet161,cifar10,64,0.0008,0.0342,0.0501,0.0852
Tesla T4,densenet161,cifar10,64,0.0008,0.0346,0.0505,0.0859
Tesla T4,densenet161,cifar10,64,0.0008,0.0340,0.0507,0.0855
Tesla T4,densenet161,cifar10,64,0.0008,0.0343,0.0507,0.0858
Tesla T4,densenet161,cifar10,64,0.0008,0.0341,0.0505,0.0855
Tesla T4,densenet161,cifar10,64,0.0008,0.0343,0.0504,0.0855
Tesla T4,densenet161,cifar10,64,0.0008,0.0364,0.0529,0.0901
Tesla T4,densenet161,cifar10,64,0.0008,0.0368,0.0528,0.0904
Tesla T4,densenet161,cifar10,64,0.0008,0.0364,0.0516,0.0888
Tesla T4,densenet161,cifar10,64,0.0008,0.0341,0.0499,0.0848
Tesla T4,densenet161,cifar10,64,0.0007,0.0337,0.0505,0.0850
Tesla T4,densenet161,cifar10,64,0.0007,0.0335,0.0526,0.0868
Tesla T4,densenet161,cifar10,64,0.0008,0.0362,0.0538,0.0908
Tesla T4,densenet161,cifar10,64,0.0009,0.0378,0.0543,0.0930
Tesla T4,densenet161,cifar10,64,0.0008,0.0363,0.0516,0.0887
Tesla T4,densenet161,cifar10,64,0.0008,0.0349,0.0517,0.0874
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0066,0.0134,0.0205
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0072,0.0135,0.0213
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0074,0.0135,0.0214
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0073,0.0134,0.0212
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0073,0.0136,0.0214
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0071,0.0135,0.0212
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0072,0.0134,0.0212
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0072,0.0135,0.0212
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0074,0.0136,0.0214
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0075,0.0136,0.0217
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0463,0.0135,0.0604
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0071,0.0134,0.0210
NVIDIA T4G,resnet18,cifar10,64,0.0005,0.0071,0.0135,0.0211
